Total iterations 1000000000 grid_size 1536 
PI: 3.141575
GPU Execution Time 0.333885
Total iterations 1000000000 grid_size 768 
PI: 3.141677
GPU Execution Time 0.148906
Total iterations 1000000000 grid_size 384 
PI: 3.141596
GPU Execution Time 0.145131
Total iterations 1000000000 grid_size 192 
PI: 3.141531
GPU Execution Time 0.144875
Total iterations 1000000000 grid_size 96 
PI: 3.141603
GPU Execution Time 0.144512
Total iterations 1000000000 grid_size 48 
PI: 3.141608
GPU Execution Time 0.143927
Total iterations 1000000000 grid_size 24 
PI: 3.141642
GPU Execution Time 0.142934
