32,100000,100000,4.92425,187.104,0
64,100000,100000,4.33083,181.971,0
128,100000,100000,4.33496,186.498,0
256,100000,100000,4.43035,185.932,0
512,100000,100000,4.48822,181.623,0
1024,100000,100000,5.42827,185.872,0
