32,100000,10,0.507346,0.0190725,0
64,100000,10,0.493462,0.0188178,0
128,100000,10,0.500931,0.0189682,0
256,100000,10,0.502251,0.0180703,0
512,100000,10,0.457502,0.018413,0
1024,100000,10,0.503256,0.0180068,0
