32,100000,100,0.391807,0.183477,0
64,100000,100,0.39548,0.185191,0
128,100000,100,0.382709,0.184153,0
256,100000,100,0.381718,0.178264,0
512,100000,100,0.380594,0.184303,0
1024,100000,100,0.381702,0.18411,0
